longitude,latitude
27.73318089163071,-29.455102476243756
27.73283698757871,-29.454848482529517
27.733109652372388,-29.45496236554437
27.73305401164055,-29.455073616813387
27.732894311325904,-29.45496666469982
27.733223307226197,-29.454840997158367
27.73279276869912,-29.454837915387916
27.73284194924036,-29.454866327247874
27.733122819143755,-29.455083999510013
27.732830947777277,-29.454847579174306
27.73285074967893,-29.454912888607186
27.732859766452425,-29.45481590904866
27.733027110645065,-29.45502072377431
27.733168940532597,-29.454719663782488
27.7330604613313,-29.455026095906973
27.73286814096824,-29.454939477002505
27.733035619182303,-29.454685264294007
27.73304297345647,-29.454774743807047
27.732753837756466,-29.454722697290734
27.733124369858736,-29.45491492795652
27.733155975775002,-29.454788615449782
27.73268773769285,-29.45475219733636
27.733221886198805,-29.45471845468992
27.73318811886919,-29.455106629116877
27.732639668272977,-29.45507231259768
27.73288352436753,-29.45471881019079
27.732950263944286,-29.454997737874248
27.732958422854004,-29.455092356481302
27.732814035464973,-29.454713530049485
27.73274742346933,-29.454710422244922
27.73307584350482,-29.454883304076443
27.73291118282706,-29.454767449589077
27.733135421542265,-29.45504848398373
27.732774912445233,-29.454751060260374
27.732866937197958,-29.454734480981795
27.732804848136546,-29.45504205750474
27.732839357297593,-29.455049491490048
27.733054808036123,-29.454692072809255
27.732659043900963,-29.45480193028464
27.733266080459487,-29.454985977965876
27.73315837330016,-29.455043188294617
27.733263435521465,-29.454791824284943
27.73327049179668,-29.455088263100112
27.732932223878297,-29.454919543723722
27.733332063187014,-29.45500642442974
27.73307042615102,-29.45500107600308
27.732909780474046,-29.455034560743986
27.732860334363068,-29.454873121979432
27.73309860813277,-29.45489489084779
27.73273041480244,-29.454966716006652
27.733029617908556,-29.455002936435722
27.73292172200455,-29.45471737342349
27.73277903626211,-29.45477734159998
27.73264933119019,-29.454734006121896
27.732750394320266,-29.45494334181515
27.73291089677071,-29.454727604699787
27.733307202427042,-29.454972561306736
27.733048017523476,-29.455036102694947
27.73276037465808,-29.454804752290315
27.73274132413527,-29.454936770427334
27.732825757911325,-29.454821414982064
27.73336014464835,-29.45506117884042
27.732744618844542,-29.454783782027743
27.733054722772433,-29.454989400702175
27.73327176943271,-29.455035589399667
27.733122381056436,-29.454887129545014
27.733109962638387,-29.455005439426866
27.733203322903485,-29.454979330968552
27.733030469734782,-29.454919386798053
27.733082371424388,-29.45465987606697
27.732919778556486,-29.454889754773685
27.733038451968493,-29.454756334100363
27.73266311526896,-29.454781306068504
27.733143949616867,-29.454763740992384
27.732969951369725,-29.454705956848755
27.73315210003896,-29.455067166556887
27.73272705262728,-29.454815781324957
27.732662711572335,-29.455108946021188
27.733059901691586,-29.454685914408486
27.732893375939987,-29.454952539425282
27.73268027306911,-29.455114006559544
27.732669684958896,-29.45485199117692
27.733172820598533,-29.4547665863635
27.732967641606514,-29.45485727826681
27.733132983520292,-29.45477607940733
27.733125615551902,-29.454791952642868
27.732715799548217,-29.45503571738814
27.732700426229663,-29.45505603277512
27.733167044778416,-29.455017681475866
27.732610279815567,-29.454761185268126
27.732869307626878,-29.454984397412527
27.73304369818326,-29.454766267756654
27.733232068182144,-29.45481454635516
27.732994606145926,-29.454685364796518
27.7327274281739,-29.45510520333754
27.73314248220078,-29.454823842137376
27.732643454872182,-29.455044726886285
27.732898357982194,-29.45470417126132
27.733115586624113,-29.454905478156792
27.73300541750119,-29.454965463510295
27.732870194227747,-29.454772768837298
27.732907833797906,-29.454793287457626
27.732674059845525,-29.454934512894205
27.732935292847085,-29.455088605145562
27.732989388074145,-29.454820466720083
27.73282490954289,-29.455032425091108
27.733224119901664,-29.45506243970633
27.73268765503625,-29.454946346401922
27.732950406158114,-29.455032810493638
27.73323417673574,-29.455049740883837
27.732625420246794,-29.45509003582606
27.733135846736044,-29.45485749271377
27.733237730896313,-29.45482707112653
27.732794453199254,-29.454796338889533
27.733074849544487,-29.454760908274448
27.7330423833271,-29.455090199724005
27.733166046156875,-29.454944457919567
27.73337243159286,-29.455100461059125
27.73321871820236,-29.454736548606448
27.733196073256572,-29.454863995298588
27.732686644623215,-29.4550161630689
27.732897754907285,-29.45468570265735
27.732651410134505,-29.454809581390638
27.732847449560175,-29.454801837670818
27.732875882509042,-29.45503422784184
27.732937863858258,-29.45508573100228
27.732866666307185,-29.454881448832314
27.733149949055687,-29.45468426872935
27.73307043975891,-29.454676438676863
27.732639480785558,-29.45478243093201
27.732906052711424,-29.455085589476376
27.732890499317246,-29.45471317705883
27.73340310000776,-29.455101366740607
27.73306205784995,-29.4549105220547
27.732945238036166,-29.45479514167495
27.732940330692326,-29.45479558594007
27.733048478664895,-29.454846698627343
27.733178808796705,-29.454808435322988
27.732762870435444,-29.454890068345957
27.73279131827149,-29.45475756111137
27.732722984024818,-29.45505167549834
27.733070877278063,-29.455044936477822
27.733160242434323,-29.45484845037708
27.73300926410647,-29.454971442341964
27.73265224744437,-29.454850004588597
27.733089338128664,-29.454907667901395
27.732721961861884,-29.455052626406207
27.733229910050458,-29.45499589390528
27.73311765679212,-29.45502827894923
27.73283870476849,-29.4549910842532
27.73313940513181,-29.454773227062393
27.732610550043724,-29.454817732913376
27.733171041411417,-29.454818245820444
27.733053754663448,-29.454870650494907
27.73301561144163,-29.4547344070343
27.732790587710248,-29.45498835226882
27.732781677983397,-29.455043084152884
27.73272627520112,-29.454964582175265
27.73274790731444,-29.454847939610595
27.733091277343814,-29.454823397948946
27.732967740765822,-29.454924684159536
27.73286668693463,-29.455040984006928
27.732998928783164,-29.4550450239265
27.733012476225827,-29.454668217264917
27.732864580406467,-29.45473295049164
27.732864138599197,-29.455075394651747
27.732706690007525,-29.45504597408144
27.732967105103693,-29.454936778965276
27.732924713687225,-29.454745543143204
27.73282023151739,-29.454709528846404
27.73319336354409,-29.455020710446735
27.732622810934593,-29.454953240843334
27.732670588178916,-29.454761347026245
27.73294980843021,-29.45468885784503
27.73290385860943,-29.454790083701152
27.732845371579472,-29.454922603472703
27.732676123467016,-29.4547543437064
27.73310007337239,-29.45502780904153
27.73319904983838,-29.45508707936629
27.73308798536358,-29.45483355185917
27.73340447499891,-29.455094395617483
27.73323700330459,-29.45480388014705
27.733011720967326,-29.454859888281167
27.73276312549143,-29.454836771721517
27.732703196399065,-29.45503865684352
27.732922898671315,-29.454831150748465
27.732810969861283,-29.45503779415194
27.73294923630156,-29.454797696699416
27.733015059584275,-29.45470566239615
27.733157213584864,-29.454962201392195
27.73326837889449,-29.454978559596736
27.73314401983635,-29.454668237737103
27.733167281345754,-29.454915681067384
27.732794101973575,-29.455097312074493
27.732655657667806,-29.454971129116398
27.732961663395518,-29.454890180212477
27.73330204857982,-29.455025103890804
27.73287144068737,-29.45510046771381
27.732870588390146,-29.45487536465024
27.733222154170058,-29.455044393692088
27.73298847354374,-29.454961782848567
27.732908175462587,-29.454955439585035
27.73266290249794,-29.454865525556574
27.732957079652646,-29.454935100939608
27.733014276920922,-29.454778620752357
27.733180758767304,-29.454866539944415
27.733341778183547,-29.45510662529719
27.733164029031776,-29.454908255604476
27.73281396835627,-29.454728614188802
27.732666778216068,-29.455047407643914
27.733175699599784,-29.45493379742946
27.732754085085087,-29.4549524814552
27.73277908354663,-29.454782581485293
27.73308378535084,-29.45487942555786
27.732790919757935,-29.454787618672054
27.733265944210057,-29.4548609880654
27.733199734226854,-29.454671335278892
27.732798266174438,-29.455087218445268
27.732694481431572,-29.455086250090737
27.73299803288052,-29.45502210521005
27.73274969898809,-29.45471527677109
27.732704524171375,-29.454835716870406
27.73321301383336,-29.454786664712156
27.73265212314046,-29.455050605887035
27.7328533053774,-29.454906402739216
27.732938913767352,-29.4550545485771
27.732830941028908,-29.45475814709086
27.732918609542423,-29.45500253336373
27.732768515231996,-29.45505727470136
27.733169785044893,-29.454791497355856
27.73260600118079,-29.45487152018095
