b5,b6,b7,b11,b12,ndvi,ndwi,soil_moisture,temperature,humidity,precipitation,crop_type,label,x,y
1552.3029856408025,1576.5846625276663,1671.9035651660984,1957.9212815507392,1976.7434729152908,0.7323844269050346,0.27652628070325236,0.2771280021792982,296.6097469215626,60.34270246429743,2.741962271566034,sweet_potato,0,28.07986254660529,-29.988418805584114
1009.197592447879,1158.769629866471,1575.8778522705866,2077.4223699513464,2206.7528204687924,0.20867197553422023,0.02876259068932717,0.12278086377374087,303.3327677691296,63.490064225776976,1.8005584146765377,maize,1,27.1626289824632,-28.607340371768
1070.8306250206724,1239.8293387770602,1622.2733821410725,2098.6502775262065,2094.22890710441,0.33993613100811954,0.14112724560515946,0.08895781750144888,303.6265907850143,55.403298761202244,0.43745116088125546,sweet_potato,1,29.423961569411397,-28.97222107094166
1173.846657999541,1317.136828118997,1386.122206113411,2069.889630441071,2052.1478009632574,0.4196861235869124,0.06400778958026457,0.12696806145201062,306.17136667865674,78.43618289568461,0.08956787570981284,sweet_potato,1,27.352310562436905,-28.915386340416518
1461.1676288840868,1703.0999522495952,1811.7536142939439,1716.078247677736,1869.0787624148786,0.666153899984702,0.3165631715701782,0.29877725635611796,296.5624772864641,63.14341023336183,1.3936650259939718,sweet_potato,0,28.82401544584516,-29.261129310154054
1136.1636025047635,1235.4880245394875,1443.3674726610097,2253.803656646597,2196.417396089005,0.28037933759193295,0.17823218279070033,0.019012744795512765,305.46570751312566,75.87047068238171,1.260794119627306,maize,1,27.785889952690816,-29.532001548554124
1048.1729781726353,1219.1506397106812,1339.7891547698557,2191.5402117702074,2232.8751109659684,0.5477894044741516,0.07351198981164807,0.1756633716556678,303.2912326480441,84.68644990532889,0.9383575248981181,maize,1,27.569837906354856,-29.703073643884863
1100.5113456642462,1276.5412866624854,1230.1555109539504,2057.935467723464,2165.728548347323,0.3672337853402232,0.059886136538919055,0.14193571441669953,304.2121525704436,93.8618590121053,1.6396622502654712,sweet_potato,1,27.909074005948234,-28.559257626285984
1097.3486124550784,1306.0230209941026,1695.5890534982343,2080.7639035218876,2230.154734233361,0.20812287847009586,0.09826441151473785,0.09156609811902339,306.42846844354506,82.51933032686775,2.1328255576344377,maize,1,27.919457831798134,-29.272157755753483
1000.9463674869312,1243.3702270397227,1411.958163810517,2049.65243458838,2044.9336568933868,0.30906125452052613,0.10342814874030137,0.09688481431369475,304.42077729190555,65.80575765766197,2.7399475240140316,potato,1,29.341824971841838,-30.311206017293415
