Year,Item,rainfall_mean_mm_year,temp_mean_c,ndvi_mean,et_mm_year,soil_ph_0_5cm,soil_soc_0_5cm,soil_nitrogen_0_5cm,soil_cec_0_5cm,soil_moisture_proxy,rel_humidity_pct,solar_sum
2000,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2000,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2001,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2002,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2003,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2004,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2005,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2006,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2007,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2008,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2009,Beans,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Potatoes,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Wheat,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Sorghum,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Maize,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Peas,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Oats,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
2010,Barley,,,,,62.50075137505385,356.2606440187503,2795.968280862523,221.19789449283704,,,
