id,date,NDVI,SAVI,EVI,NDRE,MSI,OSAVI,GNDVI,NDWI,RVI,NDREI,NDPI,CI_RE,WBI,Ratio_B8_B5
0,2025-06-01 08:18:40.448,0.35829945445031763,0.1589466898119503,0.15062015178138016,0.2212922987566264,1.373293262455612,0.2316133362400496,0.4767854451309971,-0.4767854451309971,2.161472170754494,0.19185576922895464,0.08088021827120519,0.49181130926428773,1.200291096226846,1.6338044721462313
0,2025-06-04 08:18:23.714,0.33865238244378704,0.15410428380027988,0.1476235194418081,0.21754813188606956,1.3909329886034574,0.2229887126414682,0.45682389936146955,-0.45682389936146955,2.0619736902860555,0.1868070739116766,0.10425286426128771,0.4658375576977503,1.0216759794308454,1.609634036090849
0,2025-06-14 08:18:21.898,0.3477332587810356,0.15837673593410254,0.1526252115489425,0.22825972017360752,1.2739129045296813,0.23049245503964286,0.45922058640919244,-0.45922058640919244,2.1301592814122836,0.19479537152913035,0.0992824913772399,0.4962043887649967,1.0622202195498902,1.626665924941067
0,2025-06-19 08:18:41.581,0.34765931624660756,0.15506294931439876,0.14338515407064653,0.20711009904657604,1.367889441488422,0.22646171039575005,0.47903169233612536,-0.47903169233612536,2.1362439070847903,0.16961324102019074,0.08335249456166319,0.414724671298199,1.0733967741633355,1.5605205840394387
0,2025-06-21 08:18:37.244,0.34497107427175,0.1524391611231684,0.14150968929851307,0.21506413085057452,1.3120481714115007,0.2233195530913446,0.47331974810241506,-0.47331974810241506,2.127246596280125,0.17386680738136023,0.09866581691188545,0.4300413005180327,1.1569995945493794,1.5964283983139707
0,2025-06-24 08:18:24.889,0.3486257484974137,0.15814944805817885,0.149754493016458,0.2277917218036989,1.2946979571422215,0.2294766328368421,0.4761180512132339,-0.4761180512132339,2.1680873858193497,0.17575659334664154,0.11019948965257993,0.4438596481287549,1.1005193826344863,1.6386788686474165
0,2025-06-29 08:18:44.657,0.3301623267744197,0.15216636968996505,0.13971640453697454,0.2094947562605425,1.402235346231879,0.22002829304905502,0.4739822495066348,-0.4739822495066348,2.0623824911404003,0.16945181328102746,0.08970342945991097,0.41820618988161223,0.9989507970224129,1.567076030299
0,2025-07-11 08:18:42.480,0.32293475266898425,0.1506049979898224,0.13914081343701598,0.2065524973025622,1.3419552217902881,0.2173122882548309,0.4655493774655442,-0.4655493774655442,2.0441798059139704,0.1774618858880485,0.08530128819218007,0.4513488982803999,0.9991267139840798,1.5591237220322363
0,2025-07-14 08:18:26.861,0.2963659439850223,0.14455119768173902,0.14065937734712575,0.19838377815392744,1.3439864539099988,0.20529065794746384,0.4218196936186308,-0.4218196936186308,1.9053562928783085,0.17728145103343534,0.08395003567690532,0.44365338265641246,0.9462896347635807,1.5229233263256283
0,2025-07-24 08:18:25.446,0.20667746551516128,0.07873116832234074,0.08747091755158583,0.09459883132452769,1.141083760533363,0.1226755131151356,0.26180845251070994,-0.26180845251070994,1.5554698869780885,0.13213286903445415,0.002199458995402545,0.3144375133921763,1.8376170387807944,1.2296733890480491
